1993|Начальник центральной заводской лаборатории|25111|null|null|null|null|1222|Руководители
2044|Обжигальщик радиокерамики, пьезокерамики и ферритов|15187|20|2-5|null|null|8131|null
2045|Обжигальщик рисовального угля|15189|65|3|null|null|8139|null
2046|Обжигальщик слюды|15191|19|2-3|null|null|8139|null
2047|Обжигальщик стеновых и вяжущих материалов|15193|42|3-6|null|null|8134|null
2048|Обжигальщик фарфоровых и фаянсовых изделий|15195|45|4-5|null|null|8131|null
2049|Обжигальщик электрокерамических изделий|15197|45|3-6|null|null|8131|null
2050|Обжигальщик электроугольных изделий|15199|19|3-5|null|null|8139|null
2051|Обжигальщик эмали|15201|2|2-6|null|null|8223|null
1994|Начальник цеха|25114|КС, выпуск 2002г|общеотраслевые квалификационные характеристики должностей работников, занятых на предприятиях, в учреждениях и организациях|2, стр.141|Координирует работу мастеров и цеховых служб. Осуществляет подбор кадров рабочих и служащих, их расстановку и целесообразное использование. Контролирует соблюдение работниками правил и норм охраны труда и техники безопасности, производственной и трудовой дисциплины, правил внутреннего трудового распорядка. Представляет предложения о поощрении отличившихся работников, наложении дисциплинарных взысканий на нарушителей производственной и трудовой дисциплины|1222|Руководители
1995|Начальник части (в промышленности)|25119|null|null|null|null|1222|Руководители
1996|Начальник части (специализированной в прочих отраслях)|25120|null|null|null|null|1229|Руководители
1997|Начальник части (финансово-экономической и административной)|25122|null|null|null|null|1237|Руководители
1998|Начальник шахты|25126|null|null|null|null|1222|Руководители
1999|Начальник школы (начальствующего состава, технической)|25129|null|null|null|null|1210|Руководители
2000|Начальник штаба (авиационного, гражданской обороны, предприятия, училища)|25134|null|null|null|null|1229|Руководители
2001|Начальник экспедиции (в промышленности)|25140|null|null|null|null|1222|Руководители
2002|Начальник экспедиции (в прочих отраслях)|25141|null|null|null|null|1229|Руководители
2003|Начальник экспедиции (в сельском хозяйстве)|25138|null|null|null|null|1221|Руководители
2004|Начальник элеватора|25144|null|null|null|null|1221|Руководители
2005|Начальник электронно-вычислительной машины|25149|null|null|null|null|1236|Руководители
2006|Начальник электроподстанции|25152|null|null|null|null|1222|Руководители
2007|Начальник электростанции|25156|null|null|null|null|1222|Руководители
2008|Начальник эстакады (наливной, реагентного хозяйства)|25162|null|null|null|null|1222|Руководители
2009|Нейтрализаторщик|15117|30|2-4|null|null|8228|null
2010|Нейтрализаторщик хромовой стружки|15119|35|3|null|null|7441|null
2011|Нейтрализаторщик цианистых растворов|15121|1|3|null|null|8159|null
2012|Нормализаторщик|15124|33|4|null|null|8284|null
2013|Нормировщик|25172|null|null|null|null|2149|Специалисты
2014|Носильщик|15126|1|1|null|null|9151|null
2015|Нотариус|25176|null|null|null|null|2429|Специалисты
2016|Нотогравер|15129|59|5-6|null|null|7343|null
2017|Нотографик|15131|59|3-6|null|null|7343|null
2018|Нумеровщик|15133|59|1-3|null|null|7343|null
2019|Няня|15135|66|1|null|null|5131|null
2020|Обвальщик мяса|15141|52|3-5|null|null|7411|null
2021|Обвальщик тушек птицы|15143|52|4|null|null|7411|null
2022|Обвязчик агломератов|15145|19|1-2|null|null|9321|null
2023|Обвязчик электроугольных изделий|15147|19|2-3|null|null|7241|null
2024|Обдирщик алмазов|15149|65|3-6|null|null|7313|null
2025|Обдувщик абразивных изделий|15151|17|2|null|null|9350|null
2026|Обезвоживатель шлифзерна и шлифпорошков|15153|17|3|null|null|7321|null
2027|Обжарщик пищевых продуктов|15155|51|""|null|null|8271|null
2028|Обжигальщик|15156|4|""|null|null|8112|null
2029|Обжигальщик|15157|65|""|null|null|8123|null
2030|Обжигальщик в производстве стекла|15159|44|2-5|null|null|8131|null
2031|Обжигальщик в производстве теплоизоляционных материалов|15161|43|4|null|null|8139|null
2032|Обжигальщик графитовых стержней|15163|40|5|null|null|8139|null
2033|Обжигальщик игрушек|15165|64|3|null|null|8284|null
2034|Обжигальщик извести|15167|42|3-6|null|null|8212|null
2035|Обжигальщик изделий строительной керамики|15169|45|2-6|null|null|8131|null
2036|Обжигальщик керамических пигментов|15171|26|3-4|null|null|8152|null
2037|Обжигальщик ламп|15173|20|2|null|null|8131|null
2038|Обжигальщик массивных шин|15175|33|3-4|null|null|8152|null
2039|Обжигальщик материалов|15177|45|3-4|null|null|8131|null
2040|Обжигальщик металлической тары|15179|26|2-3|null|null|8152|null
2041|Обжигальщик на печах|15181|7|3-6|null|null|8123|null
2042|Обжигальщик отходов металла|15183|7|3|null|null|8123|null
2043|Обжигальщик прядильных деталей|15185|28|3|null|null|8152|null
2052|Обжимщик электросоединителей|15204|20|3|null|null|7242|null
2053|Обкатчик клюквы|15206|55|1-3|null|null|7412|null
2054|Обкатчик подшипников|15208|2|2-3|null|null|7223|null
2055|Обкатчик труб|15210|42|2-3|null|null|7450|null
2056|Облицовщик деталей мебели|15212|40|2-5|null|null|7422|null
2057|Облицовщик музыкальных инструментов|15218|63|2-4|null|null|7312|null
2058|Облицовщик синтетическими материалами|15224|3|2-5|null|null|7132|null
2059|Облицовщик-мозаичник|15214|3|2-6|null|null|7121|null
2060|Облицовщик-мраморщик|15216|3|3-6|null|null|7121|null
2061|Облицовщик-плиточник|15220|3|2-5|null|null|7121|null
2062|Облицовщик-полировщик|15222|3|3-5|null|null|7121|null
2063|Обмазчик заслонов|15226|44|2|null|null|9322|null
2064|Обмазчик ковшей|15228|2|2|null|null|9322|null
2065|Обмазчик листов и труб|15230|7|1-2|null|null|7214|null
2066|Обмолотчик|15234|51|3|null|null|8275|null
2067|Обмотчик элементов электрических машин|15236|19|1-6|null|null|8282|null
2068|Обмуровщик кислотных резервуаров|15238|41|2-5|null|null|7123|null
2069|Обогатитель графита|15240|4|3-4|null|null|8112|null
2070|Обогатитель микропорошков|15242|20|2-3|null|null|8159|null
2071|Обогатитель отходов|15244|8|2|null|null|9322|null
2072|Обогатитель шлифзерна и шлифпорошков|15246|17|2-4|null|null|8159|null
2073|Обогатитель шлихов|15248|5|4|null|null|7610|null
2074|Обозреватель|25277|null|null|null|null|2451|Специалисты
2075|Обозреватель по экономическим вопросам|25282|null|null|null|null|2451|Специалисты
2076|Обозреватель политический|25279|null|null|null|null|2451|Специалисты
2077|Обойщик|15250|1|1-5|null|null|7422|null
2078|Обойщик мебели|15252|40|1-5|null|null|7422|null
2079|Оборщик горных выработок|15254|4|3-5|null|null|7111|null
2080|Обработчик вентилей|15257|33|2-3|null|null|8284|null
2081|Обработчик ветсанбрака|15259|52|4-5|null|null|7411|null
2082|Обработчик винного сырья|15261|55|1-4|null|null|7415|null
2083|Обработчик виноматериалов и вина|15263|55|1-5|null|null|7415|null
2084|Обработчик воды|15265|55|1,3|null|null|7415|null
2085|Обработчик волокна и ткани|15267|47|1-2|null|null|7431|null
2086|Обработчик волоса, шерсти и щетины|15269|52|3|null|null|7411|null
2087|Обработчик вторичных шламов|15271|8|3|null|null|8125|null
2088|Обработчик деталей, полуфабрикатов и изделий|15273|48|1-4|null|null|7441|null
2089|Обработчик дрота|15275|31|1-3|null|null|8221|null
2090|Обработчик заготовок для туб|15277|13|3|null|null|7280|null
2091|Обработчик заготовок из стекловолокна|15279|29|2-4|null|null|8227|null
2092|Обработчик зуба берда|15281|12|3-5|null|null|7280|null
2093|Обработчик изделий из кости и рога|15285|65|2-5|null|null|7334|null
2094|Обработчик изделий из пластмасс|15287|27|1-4|null|null|8232|null
2095|Обработчик изделий из янтаря|15289|65|3-5|null|null|7334|null
2096|Обработчик икры|15291|54|2-5|null|null|7411|null
2097|Обработчик кожевенно-мехового сырья|15295|48|2-5|null|null|7441|null
2098|Обработчик колбасных изделий|15297|52|2-3|null|null|7411|null
2099|Обработчик коньячных спиртов и коньяков|15299|55|1-5|null|null|7415|null
2100|Обработчик крабов|15301|54|1-4|null|null|7411|null
2101|Обработчик кроликов|15303|52|2-4|null|null|7411|null
2102|Обработчик материалов латексом|15305|33|3|null|null|8284|null
2103|Обработчик матричных листов|15307|8|2-3|null|null|9322|null
2104|Обработчик меховых шкурок|15309|48|2|null|null|7441|null
2105|Обработчик морепродуктов|15311|54|1-3|null|null|7411|null
2106|Обработчик морского зверя|15313|54|1-5|null|null|7411|null
2107|Обработчик мясных туш|15315|52|3|null|null|7411|null
2108|Обработчик натриевых болванок|15317|32|3|null|null|7223|null
2109|Обработчик основы металлосеток|15319|15|3-5|null|null|7280|null
2110|Обработчик отходов виноделия|15321|55|2-4|null|null|8278|null
2111|Обработчик перламутра|15323|63|3|null|null|7312|null
2112|Обработчик пищевых продуктов и тары|15325|51|1-3|null|null|7411|null
2113|Обработчик поверхностных пороков металла|15327|7|1-5|null|null|7214|null
2114|Обработчик подошв|15329|48|1-2|null|null|7442|null
2115|Обработчик пробковых изделий|15331|37|2-3|null|null|8285|null
2116|Обработчик прутков сормайта|15333|8|1|null|null|9322|null
2117|Обработчик птицы|15335|52|2-5|null|null|7411|null
2118|Обработчик резиновых изделий|15337|33|1-5|null|null|8284|null
2119|Обработчик рогов|15339|52|2|null|null|7411|null
2120|Обработчик рыбы|15341|54|1-5|null|null|7411|null
2121|Обработчик сепараторов|15343|27|3|null|null|8232|null
2122|Обработчик синтетического каучука|15345|32|1-3|null|null|8233|null
2123|Обработчик соапстока|15347|55|2-3|null|null|8153|null
2124|Обработчик справочного и информационного материала|15349|1|2-3|null|null|9350|null
2125|Обработчик стеклоблоков|15351|44|1-2|null|null|9321|null
2126|Обработчик сусла и соков|15353|55|1-5|null|null|7450|null
2127|Обработчик твердосплавных изделий|15355|8|2-3|null|null|7223|null
2128|Обработчик технологических емкостей и тары|15359|55|2-3|null|null|8278|null
2129|Обработчик триплекса и стеклопакетов|15363|44|1-2|null|null|9321|null
2130|Обработчик художественных изделий из дерева и папье-маше|15365|65|3-6|null|null|7313|null
2131|Обработчик шкур|15366|52|2-5|null|null|7411|null
2132|Обработчик шкур|15367|70|3-4|null|null|6121|null
2133|Обработчик шкур волососгонной смесью|15369|48|3-4|null|null|7411|null
2134|Обработчик эмалированных изделий|15371|2|2-3|null|null|7224|null
2135|Обрезчик анатомического материала|15373|60|4-6|null|null|7460|null
2136|Обрезчик материалов|15375|48|1-3|null|null|7442|null
2137|Обрезчик резиновых изделий|15377|33|1-3|null|null|8284|null
2138|Обрубщик|15379|2|1-4|null|null|8125|null
2139|Обрубщик ватников|15381|47|2|null|null|7431|null
2140|Обрубщик облоя|15383|33|2|null|null|9321|null
2141|Обрубщик сучьев|15385|39|3-4|null|null|6141|null
2142|Обрывщик волокна|15387|35|1-2|null|null|9350|null
2143|Обрядчик сырья|15389|48|2|null|null|9350|null
2144|Обсыпщик кондитерских изделий|15391|55|1-2|null|null|7412|null
2145|Обувщик по индивидуальному пошиву обуви|15393|48|4-6|null|null|5146|null
2146|Обувщик по пошиву ортопедической обуви|15396|48|1,3-5|null|null|5146|null
2147|Обувщик по ремонту обуви|15398|48|2-5|null|null|5146|null
2148|Обходчик водопроводно-канализационной сети|15400|69|2-4|null|null|5320|null
2149|Обходчик гидросооружений|15402|9|II (группа)|null|null|9312|null
2150|Обходчик линейный|15404|36|3-4|null|null|8159|null
2151|Обходчик пути и искусственных сооружений|15406|56|1-4|null|null|7511|null
2152|Обходчик трассы гидрозолоудаления и золоотвалов|15408|9|II (группа)|null|null|9312|null
2153|Обшивщик цилиндров|15410|42|4|null|null|7450|null
2154|Объездчик|15412|39|2|null|null|9212|null
2155|Овоскопировщик яиц|15414|52|3|null|null|7411|null
2156|Овощевод|15415|70|""|null|null|6111|null
2157|Огнеупорщик|15416|3|1-6|null|null|7134|null
2158|Огранщик алмазов в бриллианты|15418|65|3-6|null|null|7313|null
2159|Огранщик вставок для ювелирных и художественных изделий|15420|65|1-5|null|null|7313|null
2160|Озеленитель|15422|69|null|null|null|null|null
2161|Озонаторщик|15424|69|5|null|null|5320|null
2162|Окантовщик киноэкранов|15426|35|2-3|null|null|7443|null
2163|Окантовщик сепараторных пластин|15428|29|1-2|null|null|8153|null
2164|Окантовщик фотоотпечатков|15430|69|2-3|null|null|5148|null
2165|Океанолог|25288|null|null|null|null|2112|Специалисты
2166|Оклейщик батарей|15432|19|2-3|null|null|7241|null
2167|Оклейщик глобусов|15434|60|2-4|null|null|7460|null
2168|Оклейщик изделий из бересты|15436|65|2|null|null|7331|null
2169|Оклейщик оргстекла|15438|27|2-3|null|null|8227|null
2170|Оконтуровщик оригиналов|15440|69|2-3|null|null|5148|null
2171|Окорщик|15442|39|3-5|null|null|7421|null
2172|Окрасчик игрушек|15444|64|2-3|null|null|7460|null
2173|Окрасчик изделий из стеклопластиков|15446|29|2-3|null|null|7324|null
2174|Окрасчик картона и фибры|15448|41|2-3|null|null|8142|null
2175|Окрасчик микросрезов|15450|60|4-5|null|null|7460|null
2176|Окрасчик приборов и деталей|15452|20|1-4|null|null|8223|null
2177|Окрасчик резиновых изделий|15454|33|2-4|null|null|8284|null
2178|Окрасчик сиропа|15456|55|2|null|null|7412|null
2179|Оксидировщик-вакуумщик|15458|20|2-5|null|null|8223|null
2180|Оленевод|15460|70|3-5|null|null|6121|null
2181|Омеднильщик|15462|44|2|null|null|7324|null
2719|Пекоплавщик|16478|8|3-4|null|null|8122|null
2182|Оператор автомата по производству вареных колбас|15464|52|4-5|null|null|8271|null
2183|Оператор автомата по производству полуфабрикатов|15465|52|2-4|null|null|8271|null
2184|Оператор автомата по розливу молочной продукции в пакеты и пленку|15466|52|4|null|null|8272|null
2185|Оператор автоматизированного лесотранспортера|15468|39|4|null|null|8331|null
2186|Оператор автоматизированной линии варки томатопродуктов|15470|53|5|null|null|8275|null
2187|Оператор автоматизированной линии теплоизоляции труб|15472|43|3-5|null|null|8171|null
2188|Оператор автоматических и полуавтоматических линий станков и установок|15474|2|2-4|null|null|8211|null
2189|Оператор автоматических и полуавтоматических линий холодноштамповочного оборудования|15477|2|2-5|null|null|8211|null
2190|Оператор автоматической газовой защиты|15478|1|3|null|null|5169|null
2191|Оператор автоматической линии изготовления белого карандаша|15479|40|6|null|null|8144|null
2192|Оператор автоматической линии изготовления спичек|15481|40|4|null|null|8144|null
2193|Оператор автоматической линии по изготовлению изолированных жил|15485|19|4-5|null|null|8290|null
2194|Оператор автоматической линии по производству пеностекла|15487|44|4-5|null|null|8132|null
2195|Оператор автоматической линии подготовки и пайки электрорадиоэлементов на печатных платах|15483|21|2-4|null|null|8283|null
2196|Оператор автоматической линии производства молочных продуктов|15491|52|5|null|null|8272|null
2197|Оператор автоматической линии производства сосисок|15493|52|6|null|null|8271|null
2198|Оператор автоматов сборки карандашей|15497|40|3|null|null|8144|null
2199|Оператор агрегата обработки отходов|15499|47|3-4|null|null|8261|null
2200|Оператор агрегатных линий сортировки и переработки бревен|15501|40|3-6|null|null|8141|null
2201|Оператор акустических испытаний|15503|1|2-6|null|null|8290|null
2202|Оператор аппаратов микрофильмирования и копирования|15505|1|3-4|null|null|8224|null
2203|Оператор бутылоразгрузочного и бутылоукладочного автомата|15509|52|4|null|null|8272|null
2204|Оператор бюро информации о подходе и прибытии грузов|25292|null|null|null|null|4133|Другие служащие
2205|Оператор бюро по учету перехода вагонов|25294|null|null|null|null|4133|Другие служащие
2206|Оператор в производстве заквасок|15531|52|5|null|null|8272|null
2207|Оператор в производстве кисломолочных и детских молочных продуктов|15533|52|5|null|null|8272|null
2208|Оператор в производстве раствора казеинатов и казецитов|15535|52|4|null|null|8272|null
2209|Оператор вагонного депо|25297|null|null|null|null|4133|Другие служащие
2210|Оператор вакуумно-напылительных процессов|15511|20|2-7|null|null|8223|null
2211|Оператор вакуумных установок по нанесению покрытий на оптические детали|15513|71|2-6|null|null|8223|null
2212|Оператор вакуумприсосных механизмов и приспособлений|15515|44|3-4|null|null|8132|null
2213|Оператор вальцово-каландровой линии производства поливинилхлоридной пленки|15517|27|6|null|null|8232|null
2214|Оператор вальцовочной линии|15519|40|6|null|null|8141|null
2215|Оператор видеозаписи|15521|62|3-6|null|null|8290|null
2216|Оператор видеозаписи|25300|null|null|null|null|3131|Специалисты
2217|Оператор водозапорных сооружений|15523|69|1-3|null|null|8163|null
2218|Оператор водомаслостанции|15525|57|2-3|null|null|7515|null
2219|Оператор волнировочно-стопирующего агрегата|15527|42|4-5|null|null|8212|null
2220|Оператор ворсовального оборудования|15529|47|2-4|null|null|8261|null
2221|Оператор выдувного полуавтомата|15537|44|2-4|null|null|8132|null
2222|Оператор выпарной установки|15539|30|3-5|null|null|8228|null
2223|Оператор выращивания дрожжей|15541|30|3-6|null|null|8228|null
2224|Оператор выращивания чистой культуры дрожжей|15543|30|3-5|null|null|8228|null
2225|Оператор высокочастотной установки|15545|40|6|null|null|8141|null
2226|Оператор вязально-прошивного оборудования|15549|47|4|null|null|8262|null
2227|Оператор газгольдерной станции|15551|69|2-4|null|null|8159|null
2228|Оператор газораспределительной станции|15553|36|4-6|null|null|8290|null
2229|Оператор главного пульта управления|15558|55|4-5|null|null|8276|null
2230|Оператор гладильно-сушильного агрегата|15560|47|3|null|null|8264|null
2231|Оператор гранулирования минеральной ваты|15564|43|4|null|null|8227|null
2232|Оператор гребнечесального оборудования|15566|47|4|null|null|8261|null
2233|Оператор дезинсекционных установок|15570|55|4-5|null|null|8273|null
2234|Оператор дефектоскопной тележки|15572|56|3-5|null|null|7511|null
2235|Оператор джинного оборудования|15574|46|4-5|null|null|8261|null
2236|Оператор дисперсионных смесителей по приготовлению стержневой массы|15576|40|6|null|null|8144|null
2237|Оператор диспетчерского тренажера|25303|null|null|null|null|4132|Другие служащие
2238|Оператор диспетчерской (производственно-диспетчерской) службы|25308|null|null|null|null|4132|Другие служащие
2239|Оператор диспетчерской движения и погрузочно-разгрузочных работ на автомобильном (морском, речном) транспорте|25306|null|null|null|null|4133|Другие служащие
2240|Оператор дистанционного пульта управления в водопроводно-канализационном хозяйстве|15578|69|2-5|null|null|8290|null
2241|Оператор дистанционного пульта управления в химическом производстве|15580|24|4-6|null|null|8159|null
2242|Оператор диффузионных процессов|15582|20|2-7|null|null|8159|null
2243|Оператор жгутоперемоточной машины|15584|47|2,4|null|null|8261|null
2244|Оператор животноводческих комплексов и механизированных ферм|15586|70|2,4-6|null|null|8331|null
2245|Оператор заготовительного отделения|15588|42|4|null|null|8212|null
2246|Оператор загрузки конвертера|15590|7|3-4|null|null|8121|null
2247|Оператор загрузочной и разгрузочной установки|15592|43|3-4|null|null|8333|null
2248|Оператор заправочных станций|15594|1|2-5|null|null|8290|null
2249|Оператор зародышеотделительной машины|15596|55|2|null|null|8275|null
2250|Оператор звукозаписи|25312|null|null|null|null|3131|Специалисты
2251|Оператор иглопробивного агрегата|15600|47|5|null|null|8261|null
2252|Оператор иглопробивного оборудования|15602|47|4-5|null|null|8261|null
2253|Оператор изготовления асбостального полотна|15604|38|4-6|null|null|8212|null
2254|Оператор изготовления ровинга|15606|29|3-4|null|null|8228|null
2255|Оператор изготовления рулонно-конструкционных материалов|15608|29|4|null|null|8228|null
2256|Оператор инерционных сепараторов|15610|40|4-5|null|null|8141|null
2257|Оператор ионитовой установки|15612|55|4|null|null|8276|null
2258|Оператор ионообмена|15614|30|3,5|null|null|8228|null
2259|Оператор камеры окрашивания акустических плит|15616|43|2-3|null|null|7450|null
2260|Оператор канатной машины|15618|47|3-4|null|null|8269|null
2261|Оператор канатовьющих и веревочных машин|15620|47|4|null|null|8269|null
2262|Оператор клеевого оборудования|15622|47|3-5|null|null|8269|null
2263|Оператор клепальных автоматов|15624|22|2-5|null|null|8290|null
2264|Оператор коксосортировки|15626|7|2-3|null|null|8125|null
2265|Оператор конвейера твердения асбестоцементных труб|15628|42|4|null|null|8212|null
2266|Оператор конвейерной линии|15630|48|4|null|null|8266|null
2267|Оператор конвейерной линии оборудования|15632|43|4-5|null|null|7450|null
2268|Оператор конвейерных печей|15634|2|3|null|null|7250|null
2269|Оператор копировальных и множительных машин|15636|1|2-3|null|null|8290|null
2270|Оператор коптильной установки|15639|54|4-5|null|null|8271|null
2271|Оператор коробконабивочного станка|15641|40|3-4|null|null|8144|null
2272|Оператор котельной|15643|1|2-6|null|null|8163|null
2273|Оператор красочной станции|15645|59|3-4|null|null|8251|null
2274|Оператор круглочесальной машины|15647|47|4|null|null|8261|null
2275|Оператор крутильного оборудования|15649|47|3-4|null|null|8261|null
2276|Оператор кручения и вытяжки|15651|28|4|null|null|8261|null
2277|Оператор кручения и намотки химических волокон|15653|28|4-5|null|null|8228|null
2278|Оператор лазерной голографической установки|15657|22|4-6|null|null|8290|null
2279|Оператор лазерных гравировальных автоматов по изготовлению форм офсетной печати|15658|59|5|null|null|8251|null
2280|Оператор ленточного оборудования|15659|47|3-4|null|null|8261|null
2281|Оператор линии в производстве пищевой продукции|15661|51|3-6|null|null|8271|null
2282|Оператор линии замачивания семян|15662|70|""|null|null|7111|null
2283|Оператор линии окраски кирпича|15663|42|4|null|null|7450|null
2284|Оператор линии отделки рельсов|15665|7|2-4|null|null|8122|null
2285|Оператор линии по обработке перопухового сырья|15667|52|3-4|null|null|8271|null
2286|Оператор линии по обработке цветных металлов|15669|8|3-5|null|null|8124|null
2287|Оператор линии по производству жевательной резинки|15671|55|3-5|null|null|8274|null
2288|Оператор линии по производству муки и гранул|15673|55|5|null|null|8274|null
2289|Оператор линии приготовления фарша|15675|52|5-6|null|null|8271|null
2290|Оператор линии приготовления шоколадной массы|15677|55|4-5|null|null|8274|null
2291|Оператор линии производства маргарина|15679|55|5|null|null|8272|null
2292|Оператор линии производства мороженого|15680|52|3-5|null|null|8272|null
2293|Оператор линии производства мыла|15681|55|4|null|null|8229|null
2294|Оператор линии протравливания семян|15682|70|""|null|null|6111|null
2295|Оператор линии розлива молока и молочной продукции в бутылки|15683|52|4|null|null|8272|null
2296|Оператор линтерного оборудования|15685|46|4-5|null|null|8269|null
2297|Оператор логоскопа|15689|7|4-5|null|null|8121|null
2298|Оператор льночесальной машины|15691|47|2-4|null|null|8261|null
2299|Оператор магистральных газопроводов|15693|36|4|null|null|8159|null
2300|Оператор магнитной записи|15695|62|3-6|null|null|5410|null
2301|Оператор манипулятора|15697|39|4|null|null|8172|null
2302|Оператор машинного доения|15699|70|4-6|null|null|6121|null
2303|Оператор машины непрерывного литья заготовок|15701|7|3-6|null|null|8122|null
2304|Оператор механизированного расчета в гостинице|25327|null|null|null|null|4211|Другие служащие
2305|Оператор механизированной подачи смеси|15703|47|3|null|null|7431|null
2306|Оператор механизированных и автоматизированных складов|15705|1|2-5|null|null|8333|null
2307|Оператор микросварки|15707|20|4-6|null|null|7212|null
2308|Оператор моечно-очистительного агрегата|15711|55|4|null|null|8275|null
2309|Оператор моечной установки|15709|31|4|null|null|8221|null
2310|Оператор мойно-отжимного агрегата|15713|47|3|null|null|7431|null
2311|Оператор молокохранилища|15715|52|4|null|null|8272|null
2312|Оператор мотального оборудования|15719|47|2-4|null|null|8261|null
2313|Оператор мяльно-чесальной машины|15724|47|3|null|null|8261|null
2314|Оператор на автоматических и полуавтоматических линиях в деревообработке|15726|40|3-6|null|null|8141|null
2315|Оператор на аэротенках|15728|69|2-4|null|null|8163|null
2316|Оператор на биофильтрах|15730|69|2|null|null|8163|null
2317|Оператор на бормашине по предварительной обработке литых магнитов|15732|20|2|null|null|7224|null
2318|Оператор на вварочных машинах|15734|44|5-6|null|null|8132|null
2319|Оператор на иловых площадках|15736|69|1-3|null|null|8163|null
2320|Оператор на метантенках|15740|69|2-5|null|null|8163|null
2321|Оператор на отстойниках|15742|69|2-5|null|null|8163|null
2322|Оператор на песколовках и жироловках|15744|69|2-3|null|null|8163|null
2323|Оператор на подогреве мазута|15746|7|2|null|null|9322|null
2324|Оператор на решетке|15752|69|1-3|null|null|8163|null
2325|Оператор на филаментмашине|15754|44|4-5|null|null|8139|null
2326|Оператор на фильтрах|15756|69|1-4|null|null|8163|null
2327|Оператор на эмшерах|15758|69|2|null|null|8163|null
2328|Оператор наземных средств управления беспилотным летательным аппаратом|25331|null|null|null|null|3139|Специалисты
2329|Оператор наполнения шприц-тюбиков|15748|31|5|null|null|8221|null
2330|Оператор нефтепродуктоперекачивающей станции|15759|36|5-7|null|null|8154|null
2331|Оператор обдирочных станков|15760|7|2-4|null|null|7223|null
2332|Оператор обдувочной установки|15762|44|2|null|null|8139|null
2333|Оператор обезвоживающей и обессоливающей установки|15764|6|3-5|null|null|8113|null
2334|Оператор обжарочного аппарата|15766|55|5|null|null|8277|null
2335|Оператор обрубного отделения|15768|2|5|null|null|7214|null
2336|Оператор овцеводческих комплексов и механизированных ферм|15770|70|2-6|null|null|6121|null
2337|Оператор окрасочно-сушильной линии и агрегата|15772|2|3-5|null|null|8223|null
2338|Оператор окруточного оборудования|15774|47|3-4|null|null|8261|null
2339|Оператор опаливающего оборудования|15776|47|2-4|null|null|8269|null
2340|Оператор осциллографирования и тензометрирования|15778|1|2-4|null|null|8290|null
2341|Оператор отстаивания и теплообмена|15780|30|3|null|null|8228|null
2342|Оператор очистного оборудования|15782|41|1-5|null|null|8142|null
2343|Оператор очистных сооружений|15784|69|1-3|null|null|8163|null
2344|Оператор пакетоформирующих машин|15786|55|5|null|null|8273|null
2345|Оператор пароэжекторной установки вакуумирования металла|15788|7|3-4|null|null|8121|null
2346|Оператор переборщика-увлажнителя асбестоцементных изделий|15792|42|4|null|null|8212|null
2347|Оператор перевивочной машины|15794|47|3|null|null|7431|null
2348|Оператор передвижной сейсмической установки|15796|5|6|null|null|7610|null
2349|Оператор печатного оборудования|15798|47|4-6|null|null|8269|null
2350|Оператор плазмохимических процессов|15800|20|4-6|null|null|8159|null
2351|Оператор плетельного оборудования|15802|47|3|null|null|8269|null
2352|Оператор плетельной машины|15804|47|3-4|null|null|8269|null
2353|Оператор пневмогидроподачи|15806|41|2|null|null|9322|null
2354|Оператор по ветеринарной обработке животных|15808|70|5|null|null|6121|null
2355|Оператор по выращиванию кристаллов|15810|71|2-5|null|null|8290|null
2356|Оператор по выращиванию кристаллов пьезокварца|15812|20|2-5|null|null|8290|null
2357|Оператор по вытяжке световодов|15814|71|2-6|null|null|7260|null
2358|Оператор по геофизическому опробованию полезного ископаемого|15816|4|4-5|null|null|8111|null
2359|Оператор по гидравлическому разрыву пластов|15818|6|4-5|null|null|8113|null
2360|Оператор по диспетчерскому обслуживанию лифтов|25334|null|null|null|null|4224|Другие служащие
2361|Оператор по добыче нефти и газа|15824|6|2-6|null|null|8113|null
2362|Оператор по защитным покрытиям в производстве масок цветных кинескопов|15826|20|4|null|null|8223|null
2363|Оператор по изготовлению резиновых смесей|15828|33|4-5|null|null|8231|null
2364|Оператор по искусственному осеменению животных и птицы|15830|70|4,6|null|null|6121|null
2365|Оператор по исследованию скважин|15832|6|3-5|null|null|8113|null
2366|Оператор по нанесению газопоглотителя|15854|20|2-4|null|null|7250|null
2367|Оператор по нанесению просветляющих и защитных покрытий|15856|71|2-5|null|null|8223|null
2368|Оператор по наращиванию эпитаксиальных слоев|15858|20|3-6|null|null|8223|null
2369|Оператор по обработке перевозочных документов|25337|null|null|null|null|4133|Другие служащие
2370|Оператор по обслуживанию и ремонту вагонов и контейнеров|15859|56|""|null|null|7511|null
2371|Оператор по обслуживанию пылегазоулавливающих установок|15860|1|2-4|null|null|8290|null
2372|Оператор по опробованию (испытанию) скважин|15862|6|4-5|null|null|8113|null
2373|Оператор по перезарядке транспортных систем|15864|33|3-4|null|null|8284|null
2374|Оператор по подготовке скважин к капитальному и подземному ремонтам|15866|6|2-5|null|null|8113|null
2375|Оператор по поддержанию пластового давления|15868|6|3-5|null|null|8113|null
2376|Оператор по подземному ремонту скважин|15870|6|4-6|null|null|8113|null
2377|Оператор по производству линолеума|15872|27|4-6|null|null|8227|null
2378|Оператор по путевым измерениям|15874|56|4|null|null|7511|null
2379|Оператор по сбору газа|15876|6|2-4|null|null|8113|null
2380|Оператор по сбору и очистке конденсата|15878|36|3|null|null|8155|null
