925|Машинист дублирующего агрегата|13717|27|2-5|null|null|8234|null
926|Машинист железнодорожно-строительных машин|13720|56|4-6|null|null|8311|null
927|Машинист железнодорожного водоснабжения|13719|56|2-5|null|null|8163|null
928|Машинист завалочной машины|13721|7|3-7|null|null|8121|null
929|Машинист загрузочных механизмов|13723|7|1-6|null|null|8122|null
930|Машинист закаточных машин|13725|53|3-5|null|null|8275|null
931|Машинист заправочной машины|13729|7|3-4|null|null|8121|null
932|Машинист землеройно-фрезерной самоходной машины|13734|3|6|null|null|8332|null
933|Машинист землесосного плавучего несамоходного снаряда|13736|3|5-6|null|null|8332|null
934|Машинист землесосной установки|13737|4|2-5|null|null|8111|null
935|Машинист зерновых погрузочно-разгрузочных машин|13739|55|2-5|null|null|8333|null
936|Машинист зумпфового агрегата|13741|56|4-5|null|null|8290|null
937|Машинист ионизационной машины|13743|27|3-4|null|null|8232|null
938|Машинист каландра|13745|59|2-3|null|null|7341|null
939|Машинист каландра|13744|33|3-7|null|null|8231|null
940|Машинист калибровочных машин|13746|39|""|null|null|6111|null
941|Машинист кальцинаторов|13747|42|4-5|null|null|8212|null
942|Машинист камнерезной машины|13749|4|4-6|null|null|8112|null
943|Машинист катальной машины|13751|41|3|null|null|8143|null
944|Машинист катка самоходного и полуприцепного на пневматических шинах|13753|3|6|null|null|8332|null
945|Машинист катка самоходного с гладкими вальцами|13755|3|4-6|null|null|8332|null
946|Машинист клеевого агрегата|13757|33|4|null|null|8231|null
947|Машинист клеильно-загибочной машины|13759|41|3|null|null|8143|null
948|Машинист клеильно-сушильной машины (клейщик)|13761|41|5|null|null|8143|null
949|Машинист книговставочной машины|13763|59|2-4|null|null|8252|null
950|Машинист коксовых машин|13765|7|5-7|null|null|8125|null
951|Машинист коксопогрузочной машины|13767|7|4|null|null|8159|null
952|Машинист компрессора для подачи воздуха водолазам|13769|3|5|null|null|8163|null
953|Машинист компрессора передвижного с двигателем внутреннего сгорания|13771|3|4-6|null|null|8290|null
954|Машинист компрессора передвижного с электродвигателем|13773|3|3-4|null|null|8290|null
955|Машинист компрессорных установок|13775|1|Профессии рабочих, общие для всех отраслей народного хозяйства.|189-193|Обслуживание стационарных компрессоров. Ремонт компрессоров|8163|Рабочие
956|Машинист конвейера|13777|4|2-5|null|null|8111|null
957|Машинист конвертной машины|13779|59|3-5|null|null|8251|null
958|Машинист контактно-сварочной установки передвижной для сварки магистральных газонефтепродуктопроводов|13781|3|6|null|null|7212|null
959|Машинист копра|13783|3|5-6|null|null|8332|null
960|Машинист котельной установки|13784|56|""|null|null|8340|null
961|Машинист котлов|13785|9|III-VII (группы)|null|null|8162|null
962|Машинист крана (крановщик)|13790|1|Профессии рабочих общие для всех отраслей народного хозяйства|199-203|Управление мостовыми и шлюзовыми кранами, оснащенными различными грузозахватными приспособлениями.|8333|Рабочие
963|Машинист крана автомобильного|13788|3|Строительные, монтажные и ремонтно-строительные работы|101|Управление краном автомобильным применяемым при выполнении строительных, монтажных и ремонтно-строительных работ . Обслуживание и профилактический ремонт.|8333|Рабочие
964|Машинист крана металлургического производства|13792|7|2-7|null|null|8333|null
965|Машинист крана склада сульфата|13794|7|2|null|null|8333|null
966|Машинист красильного и вулканизационного оборудования|13798|35|4-5|null|null|7441|null
967|Машинист кратцера|13800|4|3-4|null|null|8111|null
968|Машинист креповой машины|13804|41|2-3|null|null|8143|null
969|Машинист крытвенной машины|13806|59|3|null|null|8252|null
970|Машинист крышкоделательной машины|13807|59|3-5|null|null|8252|null
971|Машинист лакировально-гуммировальной машины|13809|59|2-4|null|null|8252|null
972|Машинист лакировальных машин|13811|26|4-6|null|null|8226|null
973|Машинист лакировочных машин|13813|13|2-4|null|null|8223|null
974|Машинист лаконаносящей машины|13815|42|4-5|null|null|7138|null
975|Машинист ледорезной машины|13817|3|4|null|null|8232|null
976|Машинист линии нанесения точечного полимерного покрытия|13819|35|4-5|null|null|8269|null
977|Машинист линии непрерывной ферментации табака|13821|55|4|null|null|8279|null
978|Машинист линии подготовки табака к ферментации|13823|55|2-4|null|null|8279|null
979|Машинист линовальной машины|13825|59|2-3|null|null|8251|null
980|Машинист листоформовочной машины|13826|42|4-6|null|null|8212|null
981|Машинист локомотива на паромах|13827|56|""|null|null|8311|null
982|Машинист льдопогрузочной машины|13828|56|4-5|null|null|8333|null
983|Машинист малярной станции передвижной|13830|3|4|null|null|7138|null
984|Машинист маркировочной машины для разметки автомобильных дорог|13832|3|5|null|null|7129|null
985|Машинист махорочно-набивных машин|13834|55|2-3|null|null|7414|null
986|Машинист машин вытягивания стекла|13836|44|3,5-6|null|null|8132|null
987|Машинист машин и механизмов внутренних водоемов|13838|54|3-5|null|null|6152|null
988|Машинист машин по добыче и переработке кускового торфа|13840|4|4-5|null|null|8114|null
989|Машинист машин по добыче и переработке фрезерного торфа|13842|4|4-6|null|null|8114|null
990|Машинист машин по заготовке тростника|13844|39|4-5|null|null|6142|null
991|Машинист машин по подготовке торфяных месторождений к эксплуатации|13846|4|4-6|null|null|8114|null
992|Машинист машин по чистке и смазке листов|13847|55|3|null|null|7412|null
993|Машинист машины длинноволокнистых бумаг|13849|41|3-5|null|null|8142|null
994|Машинист машины для вкладки книг в футляры|13851|59|2,4|null|null|8252|null
995|Машинист машины для изоляции газонефтепродуктопроводов|13853|3|4-6|null|null|8229|null
996|Машинист машины для ломки футеровки конвертеров и ковшей|13854|7|3-4|null|null|8121|null
997|Машинист машины для нанесения пленкообразующей жидкости|13856|3|5|null|null|8223|null
998|Машинист машины для покрытия бумаги полиэтиленовой пленкой|13858|41|3,5|null|null|8143|null
999|Машинист машины для устройства укрепительных полос|13860|3|5|null|null|7129|null
1000|Машинист машины для устройства швов при выполнении дорожных работ|13862|3|4|null|null|7129|null
1001|Машинист машины огневой зачистки|13864|7|5-6|null|null|8122|null
1002|Машинист машины по изготовлению бумаги для табачных фильтров|13866|41|4-5|null|null|8143|null
1003|Машинист машины по изготовлению гильз|13868|41|2-3|null|null|8142|null
1004|Машинист машины по производству изделий из бумаги|13870|41|1-5|null|null|8142|null
1005|Машинист мельниц|13873|24|2-5|null|null|8151|null
1006|Машинист мельниц|13872|4|2-6|null|null|8112|null
1007|Машинист мельницы|13874|19|3-5|null|null|8229|null
1008|Машинист механизированного натяжного устройства для изготовления напряженноармированных конструкций|13876|3|5|null|null|7129|null
1009|Машинист механизированного оборудования по подъему подвижной (скользящей) опалубки|13878|3|5|null|null|8333|null
1010|Машинист механического или флотационного обогащения руды|13880|19|3-4|null|null|8112|null
1011|Машинист механического катка|13882|55|4|null|null|8273|null
1012|Машинист механического оборудования землесосных плавучих несамоходных снарядов и грунтонасосных установок|13884|3|4-6|null|null|8332|null
1013|Машинист мешалок|13886|4|2|null|null|8112|null
1014|Машинист микструдера|13888|27|3-4|null|null|8232|null
1015|Машинист моечной установки|13890|56|2-4|null|null|7511|null
1016|Машинист моечных машин|13891|1|1-4|null|null|8290|null
1017|Машинист мостового перегружателя|13893|7|4-6|null|null|8333|null
1018|Машинист мотовоза|13895|56|4-6|null|null|8311|null
1019|Машинист мягчильной машины|13897|35|4-5|null|null|7441|null
1020|Машинист на молотах, прессах и манипуляторах|13901|2|2-5|null|null|7221|null
1021|Машинист на припрессовке пленки|13903|59|2-4|null|null|8252|null
1022|Машинист навивочных и намоточных машин|13899|42|4-5|null|null|8212|null
1023|Машинист нарезчика швов самоходного|13904|3|5|null|null|7129|null
1024|Машинист наслаивающей машины|13906|41|3|null|null|8143|null
1025|Машинист насосной станции по закачке рабочего агента в пласт|13908|6|2-5|null|null|8113|null
1026|Машинист насосных установок|13910|1|2-6|null|null|8290|null
1027|Машинист низальных машин|13912|55|1-3|null|null|7412|null
1028|Машинист обкаточной машины|13917|47|2|null|null|8267|null
1029|Машинист обклеечно-каптальной машины|13933|59|3-4|null|null|8252|null
1030|Машинист обойно-печатной машины|13919|41|1-6|null|null|8143|null
1031|Машинист оборудования конвейерных и поточных линий|13921|42|3-5|null|null|8212|null
1032|Машинист оборудования распределительных нефтебаз|13923|36|3-7|null|null|8290|null
1033|Машинист обсадочной машины|13925|47|3|null|null|8267|null
1034|Машинист окомкователя|13935|4|4-5|null|null|8112|null
1035|Машинист оплеточной машины|13937|33|3-5|null|null|8284|null
1036|Машинист опудривателя окатышей|13939|4|3|null|null|8112|null
1037|Машинист отвалообразователя|13941|4|3-6|null|null|8111|null
1038|Машинист отвального моста|13943|4|5-6|null|null|8111|null
1039|Машинист отвального плуга|13944|4|3-4|null|null|8111|null
1040|Машинист отжимно-промывного оборудования|13952|46|2-4|null|null|7431|null
1041|Машинист отжимного оборудования (дубильноэкстрактовое производство)|13946|48|3|null|null|8265|null
1042|Машинист отжимного оборудования (кожевенное и кожсырьевое производство)|13948|48|3-5|null|null|8265|null
1043|Машинист отжимной машины|13950|41|4|null|null|8142|null
1044|Машинист отливной машины|13954|40|3-5|null|null|8144|null
1045|Машинист охладителей|13956|4|2-4|null|null|8112|null
1046|Машинист очистительного оборудования|13958|46|2-4|null|null|7431|null
1047|Машинист очистительных машин|13959|51|2-4|null|null|8273|null
1048|Машинист ошпарочного агрегата|13961|55|2-3|null|null|7412|null
1049|Машинист папочной машины|13963|41|2-4|null|null|8143|null
1050|Машинист паровоза|13965|56|""|null|null|8311|null
1051|Машинист паровой машины и локомобиля|13967|1|3-4|null|null|8162|null
1052|Машинист паровой передвижной депарафинизационной установки|13969|6|3,5-6|null|null|8113|null
1053|Машинист паровых турбин|13971|9|III-VI (группы)|null|null|8162|null
1054|Машинист парогенераторной установки по закачке пара в нефтяные пласты|13973|6|4-5|null|null|8113|null
1055|Машинист пергаментной машины|13975|41|3-5|null|null|8142|null
1056|Машинист перегружателей|13977|1|3-5|null|null|8333|null
1057|Машинист передвижного компрессора|13979|6|3-6|null|null|8113|null
1058|Машинист перекидного желоба|13981|4|2|null|null|8333|null
1059|Машинист перопухообрабатывающих машин|13982|52|4-5|null|null|8271|null
1060|Машинист пескоподающей установки|13984|56|2-4|null|null|8333|null
1061|Машинист печатно-высекательного агрегата|13986|41|3-5|null|null|8143|null
1062|Машинист печатной машины|13988|42|5-6|null|null|8212|null
1063|Машинист печатной машины|13987|40|4,6|null|null|8144|null
1064|Машинист питателя|13990|4|2-3|null|null|8112|null
1065|Машинист плунжерной машины|13992|47|6|null|null|8263|null
1066|Машинист пневматических насосов|13993|42|2-3|null|null|8212|null
1067|Машинист пневматической установки|13994|55|2|null|null|7414|null
1068|Машинист пневмотранспорта|13996|7|4|null|null|8125|null
1069|Машинист по моторным испытаниям топлива|14031|36|3-6|null|null|8290|null
1070|Машинист по навивке канатов|14035|15|1-5|null|null|7280|null
1071|Машинист по обслуживанию силосов и угольной башни|14037|4|2|null|null|7111|null
1072|Машинист по очистке кукурузных початков|14039|53|2|null|null|9322|null
1073|Машинист по разматыванию щетинных лент|14040|48|2|null|null|9322|null
1074|Машинист по цементажу скважин|14050|6|5-6|null|null|8113|null
1075|Машинист поворотной и подъемной машин моста|13998|56|4-5|null|null|8333|null
1076|Машинист погрузочно-доставочной машины|14000|4|4-6|null|null|8333|null
1077|Машинист погрузочной машины|14002|4|4-5|null|null|8333|null
1078|Машинист подборочно-швейной машины|14006|59|3-5|null|null|8252|null
1079|Машинист подземных самоходных машин|14008|4|4|null|null|8111|null
1080|Машинист подземных установок|14010|4|2-4|null|null|8111|null
1081|Машинист подъемника|14012|6|5-6|null|null|8113|null
1082|Машинист подъемника грузопассажирского строительного|14014|3|4|null|null|8333|null
1083|Машинист подъемника каротажной станции|14016|5|4-5|null|null|8113|null
1084|Машинист подъемника мачтового, стоечного и шахтного|14017|3|3|null|null|8333|null
1085|Машинист подъемника по опробованию скважин|14019|6|5-6|null|null|8113|null
1086|Машинист подъемно-передвижных подмостей|14023|4|5|null|null|8333|null
1087|Машинист подъемной машины|14021|1|3-4|null|null|8333|null
1088|Машинист полуавтоматического формовочного агрегата|14027|27|4-5|null|null|8234|null
1089|Машинист полуавтоматической линии двоения овчины|14029|48|3-4|null|null|8265|null
1090|Машинист помповой (донкерман)|14033|56|""|null|null|8340|null
1091|Машинист поточно-автоматизированных линий переработки табака|14044|55|4|null|null|8279|null
1092|Машинист поточно-механизированных папиросо-сигаретных линий и машин|14048|55|2-4|null|null|8279|null
1093|Машинист поточной линии формования хлебных изделий|14046|55|4|null|null|8274|null
1094|Машинист предформователя|14052|33|3-4|null|null|8231|null
1095|Машинист пресс-гранулятора|14054|30|3|null|null|8159|null
1096|Машинист пресса|14053|7|3-6|null|null|8124|null
1097|Машинист пресспата (сеточник)|14055|41|3-6|null|null|8143|null
1098|Машинист прикатной машины|14057|42|4-5|null|null|8212|null
1099|Машинист приклеечной машины|14059|59|2-5|null|null|8252|null
1100|Машинист прокатной машины|14061|44|3,5|null|null|8132|null
1101|Машинист прокатной машины термостойкого стекла и стеклопрофилита|14063|44|6|null|null|8132|null
1102|Машинист промывочно-сушильно-ширильностабилизационной линии|14070|47|4-6|null|null|8264|null
1103|Машинист промывочного агрегата|14065|6|4-6|null|null|8113|null
1104|Машинист промывочной машины|14067|48|2,4|null|null|8265|null
1105|Машинист промывочных машин|14072|4|2-5|null|null|8112|null
1106|Машинист пропиточного агрегата|14074|33|2-5|null|null|8231|null
1107|Машинист просеивающих установок|14076|8|2|null|null|8112|null
1108|Машинист протекторного агрегата|14078|33|4-7|null|null|8231|null
1109|Машинист протирочных машин|14080|51|2|null|null|8275|null
1110|Машинист профилировщика|14082|3|6|null|null|8129|null
1111|Машинист проходческого комплекса|14084|4|4-6|null|null|8111|null
1112|Машинист пруфера|14085|55|2|null|null|8274|null
1113|Машинист путепередвигателя|14089|4|3-5|null|null|8333|null
1114|Машинист пылевых насосов|14098|9|IV (группа)|null|null|8163|null
1115|Машинист разводной машины|14100|48|4|null|null|8265|null
1116|Машинист разволакнивающей машины|14102|52|4|null|null|8271|null
1117|Машинист разливочно-наполнительных автоматов|14106|53|3-5|null|null|8275|null
1118|Машинист разливочной машины|14103|4|4|null|null|8112|null
1119|Машинист разливочной машины|14104|7|2-4|null|null|8121|null
1120|Машинист размольного оборудования|14108|51|1-4|null|null|8273|null
1121|Машинист размораживающей установки|14110|4|2-3|null|null|7111|null
1122|Машинист расплеточной машины|14112|33|4|null|null|8231|null
1123|Машинист распределителя цемента аэрационного самоходного|14114|3|5|null|null|7129|null
1124|Машинист распределителя цемента гравитационного прицепного|14115|3|4|null|null|7129|null
1125|Машинист растворонасоса|14117|3|3|null|null|7129|null
1126|Машинист растворосмесителя передвижного|14119|3|3-4|null|null|7129|null
1127|Машинист расфасовочно-упаковочных машин|14121|1|2-5|null|null|8278|null
1128|Машинист ратинирующей машины|14123|47|2|null|null|8269|null
1129|Машинист реактивной установки|14125|4|4-5|null|null|8111|null
1130|Машинист реверсивной паровой машины прокатного стана|14127|7|1-6|null|null|8122|null
1131|Машинист регенерационной установки|14129|2|4|null|null|8122|null
1132|Машинист резальных машин|14133|59|2-5|null|null|8252|null
1133|Машинист резиносмесителя|14135|33|3-6|null|null|8231|null
3473|Раклист|17705|45|4|null|null|8262|null
1134|Машинист рекордерной машины|14137|41|3|null|null|8143|null
1135|Машинист релевочной машины|14139|41|3|null|null|8143|null
1136|Машинист ритуального оборудования|14144|66|2|null|null|5143|null
1137|Машинист рифлевальной машины|14146|48|4|null|null|8266|null
1138|Машинист ровничной машины|14151|41|4|null|null|8143|null
1139|Машинист рубильной машины|14153|48|4|null|null|8265|null
1140|Машинист рубительной машины|14155|41|1-5|null|null|8142|null
1141|Машинист рудоусреднительной машины|14157|4|4,6|null|null|8112|null
1142|Машинист рушальных установок|14158|51|2-5|null|null|8273|null
1143|Машинист рыбомучной установки|14160|54|""|null|null|8271|null
1144|Машинист рыбоподъемника III (группа)|14162|9|""|null|null|8333|null
1145|Машинист рыбопромысловых машин и механизмов|14164|54|3-4|null|null|6153|null
1146|Машинист рыхлительных машин|14165|28|2-3|null|null|8228|null
1147|Машинист самоходного весоповерочного вагона|14167|56|6|null|null|8311|null
1148|Машинист самоходного кабелепередвижчика|14169|4|3-6|null|null|7245|null
1149|Машинист самоходной газорастворомешалки|14171|42|4|null|null|7450|null
1150|Машинист сбивальных машин|14173|55|2-3|null|null|7412|null
1151|Машинист семеочистительных машин|14174|70|""|null|null|6111|null
1152|Машинист семешлифовальных машин|14175|70|""|null|null|6111|null
1153|Машинист силиконовой машины|14177|41|3-4|null|null|8143|null
1154|Машинист сквиджевого станка|14179|33|3|null|null|8264|null
1155|Машинист скипового подъемника|14181|7|2|null|null|8333|null
1156|Машинист скрепера|14184|4|3-6|null|null|8332|null
1157|Машинист скрепера|14183|3|5-6|null|null|8332|null
1158|Машинист скрепера (скреперист)|14185|1|3-4|null|null|8332|null
1159|Машинист скреперной лебедки|14187|4|3-4|null|null|8333|null
1160|Машинист слитколомателя|14189|7|2|null|null|8121|null
1161|Машинист слюдовыборочной установки|14191|4|3-4|null|null|8112|null
1162|Машинист слюдопластоделательной машины|14192|43|4-5|null|null|7450|null
1163|Машинист смесительного агрегата|14194|40|4-6|null|null|8141|null
1164|Машинист смесительной установки гидрозакладки|14196|4|3|null|null|7111|null
1165|Машинист смесительных барабанов|14198|4|2-4|null|null|8112|null
1166|Машинист смесителя асфальтобетона передвижного|14199|3|6|null|null|7129|null
1167|Машинист солекомбайна|14203|55|4-6|null|null|8273|null
1168|Машинист солеобогатительной установки|14205|55|3,5|null|null|8273|null
1169|Машинист солеуборочного комбайна|14206|55|3-6|null|null|8273|null
1170|Машинист сортировки|14208|4|2|null|null|7111|null
1171|Машинист сортировочного автомата|14210|59|4-5|null|null|8251|null
1172|Машинист сплоточной (сортировочной) машины|14214|39|4-5|null|null|6141|null
1173|Машинист сталеструйной машины|14216|7|3-5|null|null|8122|null
1174|Машинист стрейнера|14218|33|3-4|null|null|8231|null
1175|Машинист сублимационных установок|14220|31|4|null|null|8221|null
1176|Машинист сухих доковых установок|14222|23|2-5|null|null|8290|null
1177|Машинист сушильной установки|14224|4|3-5|null|null|8112|null
1178|Машинист сушильных агрегатов|14225|43|2|null|null|7450|null
1179|Машинист сцены|14227|62|3-5|null|null|5410|null
1180|Машинист сшивальной машины|14229|41|2-3|null|null|8286|null
1181|Машинист сырьевых мельниц|14232|42|4-5|null|null|8212|null
1182|Машинист табакорезальных машин|14234|55|4-5|null|null|8279|null
1183|Машинист телескопических трапов|14238|57|3|null|null|8290|null
1184|Машинист тельфера|14239|7|3|null|null|8333|null
1185|Машинист тепловоза|14241|56|""|null|null|8311|null
1186|Машинист термодисперсионной установки|14243|41|5-6|null|null|8142|null
1187|Машинист термостабилизационной машины|14245|35|4-5|null|null|8269|null
1188|Машинист терочных машин|14249|55|3|null|null|7412|null
1189|Машинист тестомесильных машин|14251|51|2-5|null|null|8274|null
1190|Машинист тесторазделочных машин|14253|55|2-4|null|null|8274|null
1191|Машинист тетрадных агрегатов|14255|59|2-5|null|null|8251|null
1192|Машинист технологических компрессоров|14257|36|4-6|null|null|8155|null
1193|Машинист технологических насосов|14259|36|2-7|null|null|8155|null
1194|Машинист топливоподачи|14261|9|III-V (группы)|null|null|8161|null
1195|Машинист торфодобывающего экскаватора|14263|4|4-6|null|null|8114|null
1196|Машинист трамбовки|14265|55|3|null|null|8278|null
1197|Машинист трелевочной машины|14269|39|6|null|null|6141|null
1198|Машинист трубной машины|14271|42|4-6|null|null|8212|null
1199|Машинист трубогибочной установки передвижной|14273|3|4-5|null|null|7129|null
1200|Машинист трубоочистительной машины|14275|3|5-6|null|null|7129|null
1201|Машинист трубоукладчика|14277|3|5-6|null|null|7129|null
1202|Машинист трубочной машины (трубочник)|14279|41|2-5|null|null|8143|null
1203|Машинист тягового агрегата|14282|56|""|null|null|8311|null
1204|Машинист уборочных машин|14284|56|3|null|null|8290|null
1205|Машинист угольных мельниц|14286|42|4-5|null|null|8212|null
1206|Машинист укладчика асфальтобетона|14288|3|6|null|null|7123|null
1207|Машинист упаковочной машины|14290|59|2-4|null|null|8251|null
1208|Машинист уплотняющей и планировочноуплотняющей машины|14291|3|5|null|null|7129|null
1209|Машинист установки передвижной автоматизированной непрерывного действия для приготовления бетонных смесей|14293|3|5-6|null|null|7129|null
1210|Машинист установки по бурению стволов шахт полным сечением|14295|4|4-6|null|null|8111|null
1211|Машинист установки по испытанию железобетонных изделий и конструкций|14297|42|4|null|null|7450|null
1212|Машинист установки по обработке транспортных средств|14299|4|2-3|null|null|8290|null
1213|Машинист установки по приготовлению пульпы|14301|43|3|null|null|8290|null
1214|Машинист установки по продавливанию и горизонтальному бурению грунта|14303|3|6|null|null|8332|null
1215|Машинист установки по разрушению негабаритов горной массы|14305|4|4-5|null|null|8111|null
1216|Машинист установки по расщеплению слюды|14307|43|4|null|null|8111|null
1217|Машинист установки самоклеящихся пленок|14311|27|4-5|null|null|8227|null
1218|Машинист установки сухого тушения кокса|14313|7|3,5-7|null|null|8159|null
1219|Машинист установок обогащения и брикетирования|14315|4|2-5|null|null|8112|null
1220|Машинист установок по обслуживанию подвижного состава|14316|56|""|null|null|7511|null
1221|Машинист фальцевальных машин|14317|59|2-5|null|null|8251|null
1222|Машинист фиксационных машин|14319|55|5|null|null|8277|null
1223|Машинист фильтр-пресса|14322|52|4-5|null|null|8271|null
1224|Машинист фильтроделательных машин|14321|55|2-3|null|null|7414|null
1225|Машинист финишера|14324|3|5|null|null|7129|null
1226|Машинист формовочного агрегата|14326|42|5-6|null|null|8112|null
1227|Машинист формовочной машины|14328|7|2-5|null|null|7211|null
1228|Машинист формующе-завертывающего полуавтомата|14330|55|4|null|null|7412|null
1229|Машинист формующих машин|14331|34|5|null|null|8224|null
1230|Машинист фрезагрегата|14333|4|4|null|null|8122|null
1231|Машинист фрезерно-зачистной машины|14335|7|4-5|null|null|8122|null
1232|Машинист холодильника|14337|7|2-3|null|null|8123|null
1233|Машинист холодильной установки по замораживанию грунтов|14339|4|2-6|null|null|7150|null
1234|Машинист холодильных установок|14341|1|2-6|null|null|7233|null
1235|Машинист цементных мельниц|14345|42|4-5|null|null|8212|null
1236|Машинист центрального теплового щита управления котлами|14347|9|III-VII (группы)|null|null|8162|null
1237|Машинист центрального теплового щита управления паровыми турбинами|14349|9|III-VI (группы)|null|null|8162|null
1238|Машинист чаезавялочно-фиксационных машин|14351|55|5|null|null|8277|null
1239|Машинист чаезавялочных машин|14352|55|2-4|null|null|8277|null
1240|Машинист чаескручивающих машин|14354|55|4-5|null|null|8277|null
1241|Машинист чаесушильных машин|14356|55|4-5|null|null|8277|null
1242|Машинист чесальных и мешальных машин|14358|48|2-5|null|null|8269|null
1243|Машинист шахтных холодильных установок|14360|4|2-5|null|null|7150|null
1244|Машинист швейных машин и автоматов|14362|59|2-4|null|null|8252|null
1245|Машинист шихтоподачи|14364|7|1-4,6|null|null|8121|null
1246|Машинист шламовых насосов|14366|42|3-4|null|null|8112|null
1247|Машинист шоколадо-отделочных машин|14368|55|3-5|null|null|8274|null
1248|Машинист шпрединг-машины|14371|24|2-5|null|null|8234|null
1249|Машинист шприц-машины|14373|24|2-5|null|null|8284|null
1250|Машинист шпулезаверточных и конусных машин|14375|41|3|null|null|8142|null
1251|Машинист штабелеформирующей машины|14377|1|5|null|null|8112|null
1252|Машинист штукатурной станции передвижной|14379|3|4|null|null|7133|null
1253|Машинист штыревого крана|14381|8|5|null|null|8333|null
1254|Машинист шурфопроходческого агрегата|14382|5|4|null|null|7610|null
1255|Машинист эксгаустера|14386|1|3-4|null|null|8290|null
1256|Машинист экскаватора|14388|4|4-6|null|null|8332|null
1257|Машинист экскаватора одноковшового|14390|3|Строительные, монтажные и ремонтно-строительные работы.|104-106|Разработка грунтов при устройстве выемок и насыпей, резервов.|8332|Рабочие
1258|Машинист экскаватора роторного|14392|3|5-6|null|null|8332|null
1259|Машинист экструдера|14393|27|2-6|null|null|8232|null
1260|Машинист экструзионного пресса|14395|42|5-6|null|null|8212|null
1261|Машинист электрического оборудования землесосных плавучих несамоходных снарядов и грунтонасосных установок|14397|3|4-6|null|null|8332|null
1262|Машинист электровоза|14399|4|3-5|null|null|8311|null
1263|Машинист электровоза металлургического цеха|14401|7|2-3|null|null|8311|null
1264|Машинист электровоза тушильного вагона|14403|7|3-6|null|null|8311|null
1265|Машинист электролафета|14405|7|2-4|null|null|8311|null
1266|Машинист электролебедки|14407|3|2-3|null|null|8333|null
1267|Машинист электропоезда|14409|56|""|null|null|8311|null
1268|Машинист электросварочного передвижного агрегата с двигателем внутреннего сгорания|14411|3|3-6|null|null|7212|null
1269|Машинист электростанции передвижной|14413|3|4-6|null|null|8161|null
1270|Машинист энергоблока|14415|9|VI-VII (группы)|null|null|8161|null
1271|Машинист энсонитной машины|14416|41|2,4|null|null|8143|null
1272|Машинист эскалатора|14418|56|5-6|null|null|8333|null
1273|Машинист-бронзировщик|13581|26|4-5|null|null|8226|null
1274|Машинист-инструктор бригад путевых машин и моторнорельсового транспорта|24028|null|null|null|null|2359|Специалисты
1275|Машинист-инструктор локомотивных бригад|24029|null|null|null|null|2359|Специалисты
1276|Машинист-крановщик|13796|39|4-6|null|null|8333|null
1277|Машинист-обходчик по котельному оборудованию|13929|9|II-VI (группы)|null|null|8162|null
1278|Машинист-обходчик по турбинному оборудованию|13931|9|II-VII (группы)|null|null|8162|null
1279|Машинист-регулировшик|14131|55|5-6|null|null|8279|null
1280|Машинист-таблетировщик|14236|31|3-4|null|null|8221|null
1281|Машинист-транспортировщик горячего металла|14267|7|2-5|null|null|8121|null
1282|Машинистка|24031|null|ОБЩЕОТРАСЛЕВЫЕ КВАЛИФИКАЦИОННЫЕ ХАРАКТЕРИСТИКИ ДОЛЖНОСТЕЙ РАБОТНИКОВ, ЗАНЯТЫХ НА ПРЕДПРИЯТИЯХ,В УЧРЕЖДЕНИЯХ И ОРГАНИЗАЦИЯХ|null|Выполняет машинописные работы (включая подготовку матриц для получения копий материала) с рукописных, машинописных и печатных оригиналов на пишущих машинах различных систем. Воспроизводит на пишущей машине записи, сделанные на магнитных носителях (с применением диктофонов, магнитофонов), или печатает под диктовку. Следит за состоянием пишущей машины, обеспечивает сохранность и правильный уход за ней.|4111|Другие служащие
1283|Машинистка редакции|24035|null|null|null|null|4111|Другие служащие
1284|Машинистка, работающая с иностранным текстом|24033|null|null|null|null|4111|Другие служащие
1285|Медицинская сестра|24038|null|null|null|null|3231|Специалисты
1286|Медицинская сестра милосердия|24039|null|null|null|null|3231|Специалисты
1287|Медицинский дезинфектор|24040|null|null|null|null|3231|Другие служащие
1288|Медицинский психолог|24041|null|null|null|null|2221|Специалисты
1289|Медицинский регистратор|24042|null|null|null|null|4222|Другие служащие
1290|Медицинский статистик|24045|null|null|null|null|4122|Другие служащие
1291|Медицинский технолог|24046|null|null|null|null|3229|Специалисты
1292|Медник|14420|2|2-6|null|null|7233|null
1293|Медник по изготовлению судовых изделий|14422|23|2-6|null|null|7232|null
1294|Мездрильщик|14424|48|2,4-6|null|null|8265|null
1295|Мездрильщик шкур|14426|52|5|null|null|8265|null
1296|Мездрильщик шкурок кроликов|14427|52|3-4|null|null|8265|null
1297|Меланжист|14429|52|3-4|null|null|7411|null
1298|Мельник|14431|55|3-4|null|null|8273|null
1299|Мельник деревообрабатывающего производства|14433|40|3-4|null|null|8142|null
1300|Мельник извести|14435|42|3-5|null|null|8134|null
1301|Мельник минерального сырья|14437|42|3-4|null|null|8134|null
1302|Мельник эмалевых материалов|14438|2|2-4|null|null|8226|null
1303|Менеджер|24047|null|null|null|null|1233|Руководители
1304|Менеджер (в коммерческой деятельности)|24057|null|null|null|null|1227|Руководители
1305|Менеджер (в общественном питании и гостиничном обслуживании)|24053|null|null|null|null|1225|Руководители
1306|Менеджер (в промышленности)|24049|null|null|null|null|1222|Руководители
